ID	KOREA	JAPAN	ENGLISH	THAI
1458	Open guild window by clicking 'g' key or button on the upper right corner of screen.	???????????????????????????????'g'????????????	Open guild window by clicking 'g' key or button on the upper right corner of screen.	???????????? Guild ???????????? 'g' ??????????????????????
1459	Request party to me. By pressing down right shift key and clicking me, you will see party request button.	??????????????????????shift??????????????????????????????	Request party to me. By pressing down right shift key and clicking me, you will see party request button.	?????????????????????????????????
1460	Check party sign in mini map interface.	????????????????????????????	Check party sign in mini map interface.	??????????????????????????????????????????????
1461	You can move to next stage if you close mini map interface.	???????????????????????	You can move to next stage if you close mini map interface.	?????????????????????????????????? Mini Map
1462	The blinking blue dot on mini map shows your location.	???????????????????????	The blinking blue dot on mini map shows your location.	????????????????????????? Min Map ????????????????
1463	You have to buy wolf meat from merchant and come back to me.	??????????????	You have to buy wolf meat from merchant and come back to me.	????????????????????????????????????????????????
1464	Request exchange to me. By pressing down right shift key and clicking me, you will see exchange request button.	???????????????????shift???????????????????????????????	Request exchange to me. By pressing down right shift key and clicking me, you will see exchange request button.	??????????????????????????????????????? ?????????????????
1465	You must have wolf meat. Go buy it and come back.	???'???????????	You must have wolf meat. Go buy it and come back.	????????????????? ???????????????????????
1466	Try switch between battle mode and peace mode a few times.	?????????????????????	Try switch between battle mode and peace mode a few times.	??????????????????????????????????????
1467	Right now you are battle mode	????????????	Right now you are battle mode	????????????????????????????
1468	Right now you are peace mode	????????????	Right now you are peace mode	????????????????????????
1469	Power not available..  	????	Power not available..  	?????????
1470	You will be teleported to Mobius Arena after %02 seconds.	%02d???????????????	You will be teleported to Moebius Arena after %02 seconds.	???????????????????????? Mobius Arena ?? %02 ??????
1471	IDS_TIMELIMIT_ITEMSTR	????????????????????	IDS_TIMELIMIT_ITEMSTR	IDS_TIMELIMIT_ITEMSTR
1472	IDS_ITEM_COMBINE_FAIL	?????????????????????	IDS_ITEM_COMBINE_FAIL	IDS_ITEM_COMBINE_FAIL
1473	%s(%d lime)	%s(%d????)	%s(%d lime)	%s(%d lime)
1474	Occupation status	????	Occupation status	???????????????
1475	Current Status : 	????? 	Current Status : 	?????????????
1476	Do you want to request ???? occupation war?	????????????????	Do you want to request ???? occupation war?	??????????????????????? Dumitron ????????
1477	Currently occupying guild	???????	Currently occupying guild	Guild ???????????????????????
1478	Score of your guild	???????	Score of your guild	????? Guild 
1479	Highest scoring guild	???????	Highest scoring guild	Guild ????????????????
1480	Highest score	????	Highest score	??????????????
1481	Time left	????	Time left	????????????
1482	Occupation time	????	Occupation time	????????????????
1483	Crystal of Destruction 1	?????????	Crystal of Destruction 1	Crystal of Destruction 1
1484	Crystal of Protection 1	?????????	Crystal of Protection 1	Crystal of Protection 1
1485	Crystal of Might 1	?????????	Crystal of Might 1	Crystal of Might 1
1486	Crystal of Fourtune 1	?????????	Crystal of Fourtune 1	Crystal of Fourtune 1
1487	Crystal of Destruction 2	?????????	Crystal of Destruction 2	Crystal of Destruction 2
1488	Crystal of Protection 2	?????????	Crystal of Protection 2	Crystal of Protection 2
1489	Crystal of Might 2	?????????	Crystal of Might 2	Crystal of Might 2
1490	Crystal of Fourtune 2	?????????	Crystal of Fourtune 2	Crystal of Fourtune 2
1491	Cannot invade	????	Can't go near.	????????????
1492	Can invade.	????	Can invade.	?????????
1493	Under invasion war	????	Under invasion war	???????????????????????
1494	Ataque aumenta em 10%	???10???	Ataque aumenta em 10%	Ataque aumenta em 10%
1495	Defesa aumenta em 10%	???10???	Defesa aumenta em 10%	Defesa aumenta em 10%
1496	HP aumenta em 20%	???20%??	HP aumenta em 20%	HP aumenta em 20%
1497	Taxa de drop aumenta em 15%	?????15%??	Taxa de drop aumenta em 15%	Taxa de drop aumenta em 15%
1498	End	??	End	???????
1499	Under battle	???	Under battle	?????????
1500	Under occupation	???	Under occupation	??????????
1501	Montanhas verdes	??????	Montanhas verdes	Montanhas verdes
1502	Area contaminada	????	Area contaminada	Area contaminada
1503	Tumbas Antigas	?????	Tumbas Antigas	Tumbas Antigas
1504	Cidade fantasma	???????	Cidade fantasma	Cidade fantasma
1505	Templo de Magria	?????	Templo de Magria	Templo de Magria
1506	Post Dumitron	????????	Post Dumitron	Post Dumitron
1507	1507	1507	1507	
1508	1508	1508	1508	
1509	1509	1509	1509	
1510	1510	1510	1510	
1511	1511	1511	1511	
1512	Occupation Battle Dumitron	??????????	Occupation Battle Dumitron	????????????? Dumitron
1513	Turan	?????	Turan	Turan
1514	Balkariya	?????	Balkariya	Balkariya
1515	Barsha	????	Barsha	Barsha
1516	Queiz	????	Queiz	Queiz
1517	Beargrid	??????	Beargrid	Beargrid
1518	Marboden	?????	Marboten	Marboden
1519	Marboden castle entrance	????????	Marboten castle entrance	????????????? Marboden
1520	Apenas para personagem com Nivel 275+	275??????????????	Apenas para personagem com Nivel 275+	???? Nivel ??????? 275 ??????????????????????
1521	Voce nao possui Teleporte para Marboden, Verifique.	???????????????????	Voce nao possui Teleporte para Marboden, Verifique.	???????? Marboden port
1522	Total de membros do Grupo %d/%d	???????? %d/%d	Total de membros do Grupo %d/%d	??????????????????????? %d/%d
1523	Voce nao possui Teleporte para Marboden, Verifique.	???????????????	Voce nao possui Teleporte para Marboden, Verifique.	???????? Marboden port
1524	Unit Damacruser : %d Person	???? : %d ?	Unit Damacruser : %d Person	????? ???????????? : %d ??
1525	Unit HolyStaff : %d Person	?????? : %d ?	Unit HolyStaff : %d Person	????? ???????? : %d ??
1526	Unit P.K : %d Person	???? : %d ?	Unit P.K : %d Person	????? P.K. : %d ??
1527	Bra_Game_Message	Bra_game_message	Bra_Game_Message	??????????
1528	Item may be destroyed if you fail +5. Do you want to try?	?????????????????????????????	Item may be destroyed if you fail +5. Do you want to try?	??????????????? ???????????? +5 ???????????? ?
1529	Nome da Guild alterado com sucesso.	?????????????	Nome da Guild alterado com sucesso.	???? Guild ?????????????????
1530	You don't have guild name change card.	??????????????	You don't have guild name change card.	???????????????????????? Guild 
1531	Voce nao tem permissao para alterar o nome desta Guild.	???????????????	Voce nao tem permissao para alterar o nome desta Guild.	???????????????????????????????? Guild 
1532	Nome incorreto, tente novamente.	?????????????	Nome incorreto, tente novamente.	??????????????
1533	Nome do char alterado com sucesso.	????????????????	Nome do char alterado com sucesso.	????????????????????????????
1534	You don't have character name change card.	?????????????????	You don't have character name change card.	????????????????????????
1535	You can use it again after one month.	???????1??????????????????????	You can use it again after one month.	??? 1 ???????????????????????????????
1536	Using character teleport scroll.	??????????????????	Using character teleport scroll.	????????? Warp Scoll
1537	Can't use character teleport scroll.	????????????????????	Can't use character teleport scroll.	??????????????? Warp Scoll ???
1538	You can't use when you are selling item through person shop.	???????????????????????	You can't use when you are selling item through person shop.	????????????????????? ???????????????????????????????
1539	You can't use it because you are member of a guild.	?????????????????????	You can't use it because you are member of a guild.	????????????????????? ?????????????????? Guild ????
1540	This cannot be used, when you are a guardian.  	??????????????	This cannot be used, when you are a guardian.  	????????????????????? ????????????????????????????
1541	Can't find the character information you entered.	?????????????????????	Can't find the character information you entered.	??????????????????????????????????????
1542	The character is not presented in Laglamia zone.	????????????????????	The character is not presented in Lagramia zone.	?????????????????????????? Laglamia
1543	The receipient is not certified.  	????????????????	The receipient is not certified.  	?????????????????????
1544	The receipient's slot is not empty.	?????????????????	The receipient's slot is not empty.	Slot ???????????????????
1545	Please wait for a moment. Waiting for response.	??????????????????????	Please wait for a moment. Waiting for response.	????????????? ????????????????
